QUEST_20150317_000001	Pilih user untuk memodifikasi quest.
QUEST_20150317_000987	Ada beberapa buku di rak bawah meja baca. {Nl}Manakah buku yang akan kita baca?
QUEST_20150317_000988	Itu terlihat tua dan usang untuk dilihat.
QUEST_20150317_000989	The 4th of X {nl} - {nl}Ada sedikit kemacetan dari arah ibukota. {nl} Ketika salah satu keluarga pindah seluruh desa akan mengadakan pesta selamat datang. {nl} Setelahnya, berapa banyak orang luar yang bisa kita temui hari ini? {nl}
QUEST_20150317_000990	Aku mungkin tidak tahu apa alasan orang datang jauh-jauh ke sini, {nl} tapi setelah Medzio Diena, rasanya bagus untuk berada di sebuah kota yang ceria. {nl} Aku mungkin melewatkan kerja besok dan pesta seharian. {nl}
QUEST_20150317_000991	Tanggal 5 bulan X{nl} - {nl} Aku ingin menjadi teman dari tetangga baruku sesegera mungkin, jadi aku membawakan beberapa potato dumplings kesana. {nl}Di pintu, aku bisa mendengar suara rumah berderik. Lalu kemudian tetanggaku muncul, tanpa ekspresi, {nl}tetapi ia mendadak menampakkan ekspresi senang ketika melihat potato dumplings. {Nl}
QUEST_20150317_000992	Dia mnta maaf atas kurang semangatnya, saat ia dan putranya memasang wallpaper. {nl} Keluarga yang harmonis, aku bertanya-tanya jika Aku bisa membuat sesuatu seperti itu?
QUEST_20150317_000993	Tanggal 10 bulan X{nl} - {nl}Raman, yang tinggal di bank yang berada di tepi sungai yang berlawanan dari tempat kami, Pergi keluar. Istrinya berkata ia pergi untuk mencari kayu bakar. {nl} Untuk waktu ya lama ia telah pergi ke Klaipeda. {nl}Aku telah mendengar bahwa kau dapat menemukan wanita-wanita cantik di Klaipeda. {Nl}
QUEST_20150317_000994	Tanggal 13 bulan X {nl} - {nl} Hari ini adalah hari memanjatkan permintaan kepada Goddess, tetapi entah kenapa semua orang di kota mengalami sakit perut, dan tidak dapat merayakannya. Entah kenapa ini terjadi secara spesifik di hari ini. {Nl}Hmm, Sakit akan tetap menjadi sakit. Setelah semua itu, kami harus membuat  potato porridge. {Nl}
QUEST_20150317_000995	Tanggal 14 bulan X {nl} - {nl} Semalam aku berdebat dengan adik kecilku. {nl}Menuliskan apa yang kau benar pikirkan adalah bukan sesuatu yang memalukan. Setelah apa yang terjadi, {nl}Aku membuat kalung untuk menghadiahkan kepadanya, dan ia kembali kepadaku. {nl}Yah, terkadang aku harus memberikan sesuatu. Walau begitu, dia menghilang entah kemana suatu pagi. {Nl}
QUEST_20150317_000996	Ah, sekarang tetangga Aku membuatkan Aku bubur lezat. {nl} imbalannya Aku membuat mereka beberapa sup hangat. Aku bisa memasak juga, kamu tahu? {nl} Malam ini akan menjadi pesta lain jadi Aku akan memastikan untuk makan dan minum banyak.
QUEST_20150317_000997	Tanggal 16 bulan X {nl} - {nl} Aku mengalami sakit perut akibat meminum sup yang ternyata sudah basi. {Nl} Padahal aku memeriksa dua kali dengan mencium baunya, sebelum memakannya, tetapi tidak ada bau mencurigakan. {Nl}Aku merasa tidak enak di perutku, jadi aku pergi ke sumur untuk mengambil air. Walaupun telah meminum air, perutku tetap terasa tidak enak. {Nl}
QUEST_20150317_000998	Aku sering muntah belakangan ini, tetapi sekarang sudah lebih membaik. {Nl}Besok aku akan menemui Gordon to get some medicinal herbs. {Nl} Adik kecilku masih juga belum kembali. Ketika aku pergi ke kamarnya, tidak ada baju yang tersisa. Bahkan sekarang Man juga menjadi khawatir.
QUEST_20150317_000999	The 17th of X {nl} - {nl}Desa hari ini sepi. {nl} Tidak ada tanda-tanda dari orang-orang yang pergi lebih awal untuk mendapatkan herbal dari Mr Gordon.
QUEST_20150317_001000	The 23rd of X {nl} - {nl} Ini mungkin menjadi yang terakhir kalinya aku menulis dalam buku harian ini. {nl} Lyliana, Kamu adalah satu-satunya keluarga yang tersisa di dunia ini ... {nl} Tolong bertahan hidup di suatu tempat ... {nl}
QUEST_20150317_001001	{nl}(Ada sesuatu yang tertulis, tapi itu semua campur aduk dan tidak terbaca.)
QUEST_20150317_001002	Tanggal tidak diketahui {nl}- {nl}Beberapa hari telah berlalu. {nl}Aku telah berlari kira-kira dua hari lamanya, tanpa makan dan minum. {nl}Orang-orang yang lari ke Klaipeda semua ditangkap dan dibunuh. {nl}Aku bahkan tidak tahu berapa banyak yang masih hidup dan dapat berjalan. {nl}Semua sama tenang seperti bayangan, tetapi bergerak dengan irama yang cepat. Kita semua dibayangi dengan ketakutan akan serangan.
QUEST_20150317_001003	Mereka tidak berharap keributan atau gangguan. {nl} Mereka bukan orang-orang. {nl} Kita harus memberitahu Klaipeda entah bagaimana caranya. {nl} Yang terakhir akan meninggalkan yang tidak dapat kita gunakan dan berpindah.
QUEST_20150317_001004	Oh. Kamu. {Nl}Ini markas tentara kami, jadi silahkan beristirahat.
QUEST_20150317_001005	Apakah Kamu bertemu dengan prajurit lain sudah? {nl} Hmm ... Siapa namamu?
QUEST_20150317_001006	Baiklah, terima kasih. Kalian telah bekerja keras. {nl} Aku ingin berbicara dengan pembantu Aku. Di mana mereka?
QUEST_20150317_001007	Jadi. Ada sesuatu yang ingin kamu katakan.
QUEST_20150317_001008	Mengirim dua dari pintu masuk ke garis depan? {nl} Ha, itu omong kosong. Apakah mereka meminta Kamu untuk melakukan itu?
QUEST_20150317_001009	Itu kamu? Hal itu akan mengganggu Aku. {nl} Hmm ... Aku bersyukur bahwa Kamu bersedia bergabung dengan garis depan bahkan ketika Kamu dapat memiliki lebih mudah di sini 
QUEST_20150317_001010	Aku benci orang yang tidak bertanggungjawab. {nl}Adakah orang yang dapat menggantikan posisimu?
QUEST_20150317_001011	Aku suka dengan semngatmu.{nl}Tetapi bukan berarti aku dapat mebgambilmu tanpa pertanyaan.
QUEST_20150317_001012	Kami adalah unit tidak terkalahkan dari Laimondas. {nl} Hanya menerima para prajurit terbaik yang dapat Aku temukan.
QUEST_20150317_001013	Apakah kamu akan mangajak orang ini juga?
QUEST_20150317_001014	Aku tidak tahu apa yang dia lakukan, tetapi ingatlah ini. peperangan bukanlah lelucon. {nl}aku akan menerima dia jika kamu dapat menggukanan dia dengan baik dalam pertempuran.
QUEST_20150317_001015	Sial, aku menunggu terlalu lama. {nl} Aku harap dia terbunuh secara diam-diam.
QUEST_20150317_001016	 Aku terlambat kali ini. Ya, ini tidak terlalu berarti. {nl}Sebentar lagi karyaku akan selesai dan aku harap kalian menyukainya.
QUEST_20150317_001017	Iblis yang tidak diketahui
QUEST_20150317_001018	Ah.. Aku hampir lupa. Aku akan membawa orang ini bersamaku!
QUEST_20150317_001019	Aku bisa merasakan kekuatan Laima
QUEST_20150317_001020	Rasa sakit yang sudah lama tidak kurasakan...{nl}
QUEST_20150317_001021	Meskipun begitu, Aku tidak akan menyia-nyiakan kekuatanku untuk melawan kalian.{nl}
QUEST_20150317_001022	Sepertinya penyelamat yang asli berada di cathedral?{nl}Apakah hanya ini persiapan Laima, sungguh menyedihkan.
QUEST_20150317_001023	Ini adalah Seal of Space .. {nl}
QUEST_20150317_001024	Kita akan membutuhkan Savior.
QUEST_20150317_001025	Savior datang ke sini sendiri.{nl}Seperti apa yang aku inginkan.
QUEST_20150317_001026	Untuk apa kalian mengunjungi kota terkutuk ini? {nl}Mohon kembali saja jika kamu tidak mempunyai tujuan khusus.
QUEST_20150317_001027	Jadi kamu Savior yang terkenal itu. Caliss Knightage sedang mencari orang-orang sepertimu. {nl}Jika kamu akan menolong mereka, aku akan mengijinkanmu masuk sebentar.
QUEST_20150317_001028	Kumohon jangan lupa. Untuk memasuki tempat ini hanya diperbolehkan untuk prajurit kami. {nl}kami harap kamu tidak menimbulkan masalah bagi kami.
QUEST_20150317_001029	Salister.. Apa yang kamu katakan? {nl}itu konyol..
QUEST_20150317_001030	Tanda Schilt ada di tanganku, terima kasih. {n} Jika Aku dapat melewati tentara kerajaan yang bodoh atau Knights of Kaliss dengan tanda ini, mereka akan lebih mengawasiku.
QUEST_20150317_001031	Benda ini akan lebih efektif jika dimiliki oleh orang yang memiliki ambisi dan kepintaran sepertiku.
QUEST_20150317_001032	Aku akan mengontrol kekuatan Petrification dan Ice untuk membangunkan kekuatan Ancient yang ada pada ratusan tahun lalu. {nl}Diam disitu dan lihatlah.
QUEST_20150317_001033	Aku akan membantumu agar Spirits of Time tidak menyerangmu!
QUEST_20150317_001034	Apa yang terjadi? Benda itu datang kesini! {nl}Hati - hati!
QUEST_20150317_001035	Savior, apakah kamu akan pergi ke cathedral? Hati - hati! {nl}Banyak monster disana!
QUEST_20150317_001036	Barrier bekerja. {nl}saat aku mengaktifkan Lection, tolong urus Gesti.
QUEST_20150317_001037	Jika tidak ada di 1st floor, pasti itu ada di 2nd floor. {nl}Aku harap kita tidak belum terlambat. {nl}
QUEST_20150317_001038	Dia dipanggil Donatas.  {nl}Aku akan keatas untuk melihat bagaimana pekerjaan Gesti, pergilah keatas jika kamu sudah siap.
QUEST_20150317_001039	Hey kamu tidak seharusnya datang kesini!
QUEST_20150317_001040	Jadi Peltasta Master mengirimkannya ... Ah, jadi ini adalah apa yang para penambang pengecut bicarakan.
QUEST_20150317_001041	Jangan khawatir, aku tidak takut. Itu semua hanya rumor palsu. {nl}hal yang biasa jika mine tersebut bergetar.
QUEST_20150317_001042	Request Bulletin Board
QUEST_20150317_001043	Berikut adalah tempat semua permintaan berkumpul. {nl} Perhatian: Kami tidak bertanggung jawab atas hadiah untuk permintaan ini.
QUEST_20150317_001044	Pekerja Brendon
QUEST_20150317_001045	Aku akan menunjukkan permintaan yang terdaftar sejauh ini. {nl} Kamu tahu bahwa Kamu bisa mendapatkan memohon lagi setelah satu hari berlalu, bahkan jika Kamu menyerah, kan?
QUEST_20150317_001046	Request Manager
QUEST_20150317_001047	Memilih Request Mulai/Akhiri
QUEST_20150317_001048	Pekerja Ramda
QUEST_20150317_001049	Request yang aku terima berbeda dengan request lainnya. {nl}Akan ada hadiah untuk kamu dan anggota party lainnya dari request ini.
QUEST_20150317_001050	Great Merchant Gilliam
QUEST_20150317_001051	Apakah kamu siap memulai stage selanjutnya?
QUEST_20150317_001052	Officer
QUEST_20150317_001053	Aku akan membimbingmu kepada orang-orang yang membutuhkan bantuan  {nl} tergantung dari kemampuanmu.
QUEST_20150317_001054	Ada peningkatan monster mendadak di West Siauliai Woods.  {nl} Kami membutuhkan bantuanmu secepatnya.
QUEST_20150317_001055	Vubbes mengalir keluar dari Tambang Kristal. {nl} Warga Miner membutuhkan bantuanmu.
QUEST_20150317_001056	Sebuah aura jahat telah turun ke atas Silverstream Gorge, menandakan invasi oleh setan. {nl} Pengikut Scouts and Paladin telah memblokir maju, tetapi sangat membutuhkan bantuan Kamu.
QUEST_20150317_001057	Monster menyerang Tenet Cathedral. {nl}Pengikut Paladin sedang menghadang serangan mereka, tapi mereka akan kalah jika tidak ada bantuan.
QUEST_20150317_001058	Hal aneh terjadi di Grass Brook Side. {nl}semua penghuni desa menghilang dan terdapat monster di desa tersebut.
QUEST_20150317_001059	Ada aura gelap yang terbentuk di Gate Route. {nl} Jika kita tidak menyingkirkan aura itu, tanaman duri merambat akan menyelimuti hutan.
QUEST_20150317_001060	Harap membantu para sejarawan di Gateway of Great King. {nl} Monster yang mengejar mereka sejak mereka menemukan petunjuk tentang Medzio Diena.
QUEST_20150317_001061	Zachariel, makam besar Raja dirusak oleh para gerombolan. {nl} makam tersebut akan hancur oleh iblis jika Kamu tidak melawan mereka.
QUEST_20150317_001062	Monster menghalangi pintu masuk di High Crooked Road. {nl} Jika monster ini tidak diurus, maka kota dan desa akan terisolasi.
QUEST_20150317_001063	Iblis telah menginvasi Mage Tower. {nl} Kami membutuhkan bantuan Kamu secepatnya.
QUEST_20150317_001064	Kami memerlukan bantuan di Entrance of Kateen Forest. {nl}kami mencoba untuk mengambil alih kembali hutan tersebut dari para monster, tapi kami memerlukan bantuan.
QUEST_20150317_001065	Kami memerlukan bantuan untuk berjalan menuju Gateway of Great King dari Soul Peak. {nl}Tolong bantu kami.
QUEST_20150317_001066	Sudah ada bencana di Jalan Starving Demon's Way ini. {nl} Silakan kirim bantuan secepatnya.
QUEST_20150317_001067	Cathedral sedang diserang. {nl}Cathedral ada hancur tanpa bantuanmu.
QUEST_20150317_001068	168 [Siauliai50_1, 47_4]
QUEST_20150317_001069	171 [Farmland47]
QUEST_20150317_001070	178 [Demon Prison]
QUEST_20150317_001071	189 [Farmland49]
QUEST_20150317_001072	196 [Demon Prison54_1]
QUEST_20150317_001073	198 [Siauliai46]
QUEST_20150317_001074	208 [Thorn Forest39]
QUEST_20150317_001075	217 [Catacomb38_2, 04, 38_1, 02]
QUEST_20150317_001076	226 [Area of Ruins37_1, 2, 3]
QUEST_20150317_001077	Monster maju menuju kota kapur terkutuk. {nl} pasukan dikirim melakukan apa pun yang mereka bisa untuk menolak tapi kutukan membuat situasi menjadi mengerikan.
QUEST_20150317_001078	245 [Fort of Land]
QUEST_20150317_001079	Revelation of Mage Tower
QUEST_20150317_001080	Ini adalah cerita lama Fedimian sebelum Statue of Goddess.
QUEST_20150317_001081	Dahulu orang - orang Fedimian adalah orang biasa dan tidak berbeda dengan orang - orang lainnya yang ada di dunia. {nl}bahkan orang - orang tua Fedimian di satu sisi berbeda dengan orang - orang dari tempat lain.
QUEST_20150317_001082	Orang - orang Fedimian selalu waspada. {nl} Orang-orang Fedimian sangat menjaga kata - kata mereka, mereka tidak ingin menimbulkan salah paham dari perkataan mereka.
QUEST_20150317_001083	Orang - orang Fedemian rendah hati kepada orang lain. {nl}Bahkan orang yang tinggal sebentar di Fedemian tidak dapat menirukan sifat mereka.
QUEST_20150317_001084	Terima kasih atas perlakuan ini, orang - orang Fedemian dapat melihat lebih baik terhadap suatu masalah karena mereka seperti dapat melihat masalah yang akan datang.
QUEST_20150317_001085	Karena hal ini, tidak diragukan lagi kewaspadaan dari orang - orang Fedemian.
QUEST_20150317_001086	Di Fedemian, jika seseorang menjatuhkan uang, maka uang itu akan hilang. Di dunia ini yang kebanyakan uang adalah Silver maka hanya yang membawa uang tersebut lah yang mengetahui jumlah pasti uang tersebut.
QUEST_20150317_001087	Mengapa uang hilang jika terjatuh di Fedemian masih merupakan misteri. {nl}Beberapa orang percaya bahwa Goddess Zemyna yang mengambil uang tersebut. {nl}Tetapi banyak orang yang percaya hal ini untuk mengurangi pinjaman silver dari kreditor.
QUEST_20150317_001088	Dengan percaya bahwa Goddes yang mengambil silver tersebut, orang - orang merasa tidak akan ada gunanya jika mencoba manggali tanah tersebut untuk mendapatkan silver. {nl}Bukti bahwa kamu dapat menawarkan silver tersebut sebagai persembahan di Fedemian memperkuat hal ini.
QUEST_20150317_001089	Jadi, karena uang yang akan hilang jika terjatuh di tanah Fedemian telah membuat otang - orang Fedemian sangat hati - hati dalam memegang uang mereka.
QUEST_20150317_001090	Tetapi, walaupun sudah berhati -hati, kesalahan tetap terjadi. {nl}Hal ini lebih banyak terjadi pada para gadis. {nl}suatu hari hal ini terjadi pada gadis bernama Aiste.
QUEST_20150317_001091	Biasanya, saat silver jatuh ke tanah, silver tersebut akan masuk ke dalam tanah dan menghilang tanpa jejak. {nl}orang - orang Fedemian akan menyesali kesalahan mereka sendiri karena menjatuhkan silver tersebut dan merelakannya. Tetapi berbeda dengan Aiste, dia penasaran mengapa hal ini bisa terjadi.
QUEST_20150317_001092	Untuk mengetahui apa yang terjadi, Aiste mulai menyelidiki di tempat koin miliknya terjatuh. {nl}Dalam pencariannya tersebut dia melewati seorang pengemis di ujung sebuah kanal.
QUEST_20150317_001093	Aiste bertanya kepada pengemis tua, {nl}'Apakah kamu mengambil silver milikku yang terjatuh? maukah kamu mengembalikannya? Aku bekerja keras setiap hari untuk memperoleh silver tersebut dan aku sangat membutuhkannya.' 
QUEST_20150317_001094	{nl}Pengemis tua, anehnya sesuai perkataan Aiste. {nl}Karena berpikir untuk mencari uang perak yang jatuh dari Fedimian, itu adalah hal yang tidak masuk akal.{nl}Pengemis tua ketika sedang mencoba untuk menjelaskan kepada Aiste, mendadak berkata seperti ini karena merasa kesal.{nl}“Aku juga menjatuhkan uang perak dan tidak dapat menemukannya. Alangkah baiknya jika kamu mencari sekalian milikku.”{nl}
QUEST_20150317_001095	Pengemis tersebut menyesal telah melontarkan perkataan tersebut. Dia segera meminta maaf kepada Aiste.
QUEST_20150317_001096	Mengapa kamu tidak kembali ke tempat kerjamu dan menjelaskan apa yang terjadi?.' Lalu pengemis itu menambahkan, {nl}'Sementara aku akan membantu mencari uangmu yang hilang disini.'
QUEST_20150317_001097	Setelah mendengar perkataan pengemis, Aiste berterima kasih pada pengemis, dan pergi untuk mengikuti sarannya. {nl}Melalui tindakannya yang tidak egois, pengemis mendadak mendapatkan kembali rasa bertanggung jawab. Ia melihat ke arah bayangan dari Aiste yang meninggalkannya, hatinya terasa hangat dan berat dari pengalaman ini.
QUEST_20150317_001098	Aiste menuju ke perkebunan di pinggir Ferdimian tempatnya bekerja.  {nl}Disana orang memetik buah dari pohonnya, dan juga mengambil buah yang telah jatuh ke tanah.
QUEST_20150317_001099	Tangan yang kecil, dapat digunakan bekerja lebih baik untuk memetik buah, maka anak-anak muda sering dipekerjakan di kebun buah-buahan. {nl}Beberapa kebun mengambil langkah ke depan: mempekerjakan monyet, yang tangannya lebih kecil dibandingkan anak-anak, untuk memetik buah. Monyet bekerja lebih efektif dibandingkan anak-anak, tetapi terkadang mereka memakan buah yang mereka petik. Maka dari itu, pemilik kebun lebih senang mempekerjakan anak kecil.
QUEST_20150317_001100	Kembali lagi, Aiste mengunjungi kebun buah tempatnya bekerja dan menjelaskan situasi kepada pemilik kebun. {nl}Sayangnya, Pemilik tidak sedang dalam mood yang baik, ia baru saja bertengkar dengan istrinya. {nl}Ia, sama seperti Fedimian lainnya, mengetahui tentang fenomena itu, dan tidak melihat ada alasan untuk memberikan Aiste uang lagi.
QUEST_20150317_001101	Dan dia juga berkata, {nl}'Karena kamu bisa mengambil semua buah yang kupunya, kamu pasti bisa menemukan uang kamu yang hilang di Fedimian, jadi jangan memintaku untuk memberimu bayaran kedua.' {nl}Kalimat dingin dari orchard owner membuat air mata gadis itu mengalir. {nl}Tatapannya mematahkan hatinya, walau demikian, dia tidak mau memberikan lagi uang kepadanya.
QUEST_20150317_001102	Ia pun merasa bersalah dan berkata,  {nl} "Kalau kamu benar-benar membutuhkan uang, kamu harus pergi ke pengrajin perak."  {nl}  {nl}
QUEST_20150317_001103	Aiste pun pergi ke tempat pengrajin perak secepat mungkin. {nl} Untungnya, rumah pengrajin perak ada di luar tembok Fedimian. {nl} Jika di dalam, maka pengrajin tersebut bisa kehilangan uang dan peralatan peraknya juga.
QUEST_20150317_001104	Karena alasan itulah ia tinggal sejauh mungkin dari Fedimian. {nl} Aiste mengetuk pintu dan menjelaskan situasinya. {nl}
QUEST_20150317_001105	Setelah mendengarkan cerita dari Aiste, si pengrajin pun berkata,  {nl} "Biarpun kamu masih kecil, perbuatan seceroboh itu sungguh bodoh. Bagaimana mungkin kamu tidak tahu kalau semua uang yang jatuh di tanah Fedimian akan menghilang dan tidak akan bisa ditemukan kembali?"  {nl}  {nl}
