QUEST_LV_0100_20150317_000001	경계병
QUEST_LV_0100_20150317_000205	정화장치 수리가 어려우시면 제가 드린 나침반을 사용해 보세요.{nl}금새 방법을 찾을 수 있을 겁니다.
QUEST_LV_0100_20150317_000206	마을 아주머니
QUEST_LV_0100_20150317_000207	우릴 구하러 온 거지? 그렇지?
QUEST_LV_0100_20150317_000208	아이고, 우린 이제 살았어!
QUEST_LV_0100_20150317_000209	마을 소녀
QUEST_LV_0100_20150317_000210	제발 구해주세요..
QUEST_LV_0100_20150317_000211	어서 풀어주세요. 부탁이에요..
QUEST_LV_0100_20150317_000212	후안 아저씨
QUEST_LV_0100_20150317_000213	내 고향을 쑥대밭으로 만든 부베들만 보면 화가 나.{nl}그래서 그런지 자네처럼 부베들을 혼쭐내주러 간다는 사람만 보면 돕고 싶어.
QUEST_LV_0100_20150317_000214	내 고향만 아니었으면 진작 떠났을거야.{nl}도대체 이 많은 부베들이 어디 숨어 있다가 기어나온건지 나 원..
QUEST_LV_0100_20150317_000215	약사 아가씨
QUEST_LV_0100_20150317_000216	저번엔 정말 고마웠습니다.{nl}당신이 아니였다면 그 많은 약 재료를 어떻게 조달했을지..
QUEST_LV_0100_20150317_000217	{memo X}어쩌면 여신께서 보내신 분은 당신이 아닐까 하는 생각이 들어요.{nl}당신은 제가 보아왔던 계시자분들 중에서 제일 자비로우신 분이시니까요.
QUEST_LV_0100_20150317_000218	병사 제이스
QUEST_LV_0100_20150317_000219	죽은 전우들의 몫까지 이 마을을 꼭 지켜낼 겁니다.
QUEST_LV_0100_20150317_000220	만약 세상이 세 번 더 뒤집힌다 하더라도 부베만큼은 절대 용서 못할 것 같습니다.
QUEST_LV_0100_20150317_000221	병사 에드가
QUEST_LV_0100_20150317_000222	동쪽 숲에서 간신히 긁어 모아다 준 소중한 군량입니다.{nl}절대는, 다시는 빼앗기지 않을 겁니다. 절대로요.
QUEST_LV_0100_20150317_000223	그래도 당신 덕분에 이 정도나 되찾을 수 있었습니다.{nl}보기만 해도 배부른 건.. 아니지만 그래도 기분 좋습니다.
QUEST_LV_0100_20150317_000224	기사단장 우스카
QUEST_LV_0100_20150317_000225	그 구원의 증거라는 것이 이 석판입니까?{nl}제 눈엔 그저 낡은 석판인 것 같습니다만.
QUEST_LV_0100_20150317_000226	{memo X}너울 고원으로 가는 길은 광산 마을 촌장님께 여쭈어 보십시오.{nl}저는 팔라딘 마스터께 먼저 전갈을 보내 놓도록 하지요.{nl}여신의 가호가 함께하길.
QUEST_LV_0100_20150317_000227	이 석판의 정체를 알려면 보코르 마스터께 해석을 부탁하는 게 좋겠습니다.{nl}클라페다 주거지구의 끝에 그녀의 집이 있으니 방문해 보세요.
QUEST_LV_0100_20150317_000228	{memo X}주어진 시간을 효율적으로 사용하세요.{nl}그 누구도 자신의 미래를 전부 알 수는 없답니다. 
QUEST_LV_0100_20150317_000229	오셨군요.{nl}보코르 마스터께서 뭐라 하시던가요?
QUEST_LV_0100_20150317_000230	{memo X}이 봉인을 풀었다던 그 소녀도 궁금하군요.{nl}절대로 쉽게 풀 수 있는 봉인이 아닙니다.
QUEST_LV_0100_20150317_000231	어쨌든 보코르 마스터께서 제가 알 거라 그리 말씀하셨다면.{nl}하나 짐작 가는 곳이 있습니다. {nl}
QUEST_LV_0100_20150317_000232	{memo X}여신께서 말씀하신 드높은 화원이란 분명 너울 고원 일대를 뜻하는 것일 겁니다.{nl}듣자 하니 오랜 맹약을 위해 팔라딘 마스터께서 그곳으로 오셨다고 하더군요.
QUEST_LV_0100_20150317_000233	광산 마을 촌장
QUEST_LV_0100_20150317_000234	어서 오게. 우리 마을의 은인 아니신가.{nl}
QUEST_LV_0100_20150317_000235	{memo X}너울 고원이라.{nl}쌍둥이 다리의 중간에서 아래쪽으로 내려가면 은수 협곡이 나오지.{nl}은수 협곡에서 오른쪽으로 더 들어가면 너울 고원으로 갈 수 있을 걸세.
QUEST_LV_0100_20150317_000236	이 계시는 라이마 여신이고, 이걸 전부 모아야 여신께서 힘을 되찾는다고요?{nl}참으로 놀랍습니다.
QUEST_LV_0100_20150317_000237	참, 계시가 발견되었다는 얘기는 정말 필요할 때 빼고는 되도록 발설하지 말아 주십시오.{nl}소문이 퍼지게 되면 괜한 혼란만 가중시킬지도 모릅니다.
QUEST_LV_0100_20150317_000238	앗! 보고서 말씀이십니까.. {nl}처음엔 샤울라고들이 보급품에 뭔가 이상한 짓을 하더라고요.{nl}그러고 있다가 스파르나스가 나타나니까 샤울라고들이 도망가더라고요.{nl}
QUEST_LV_0100_20150317_000239	전 도망가던 샤울라고 녀석들에게 발각되는 바람에 전투가 있었고..{nl}네.. 보다시피 빼앗겼죠. 그 보고서 말입니다. {nl}진짜 망할 놈들 아닙니까?
QUEST_LV_0100_20150317_000240	보고서를 찾으시면 바로 류다스님께 전해 주십시오.{nl}그 망할 놈들이 우리 보급품에 뭔 짓을 저지른 건지 참 소름 끼치는 군요.
QUEST_LV_0100_20150317_000241	그래. 무디의 보고서를 보니 확신이 드는군.{nl}아마도 우리 보급품에 스파르나스를 유인할 뭔가를 넣어 뒀겠지.{nl}예를 들면 새들이 환장한다는 오래된 곡물 같은 거 말일세.
QUEST_LV_0100_20150317_000242	정찰 나간 병사가 샤울렘의 약탈품이 대량으로 쌓여 있는 곳을 발견했다고 합니다.{nl}그걸 우리가 약탈하도록 하죠.{nl}우리가 만만치 않은 상대라는 걸 뼈저리게 느끼게 할 필요가 있습니다.{nl}
QUEST_LV_0100_20150317_000243	눈에는 눈, 이에는 이입니다.{nl}뼈저리게 느낄 수 있도록 계속 공격을 감행할 겁니다.
QUEST_LV_0100_20150317_000244	이제부턴 그냥 당하고만 있진 않을 겁니다.{nl}노고에 감사드립니다.
QUEST_LV_0100_20150317_000245	위치는 지에도 연못입니다.{nl}샤울렘들이 그곳에 몰려있다고 하니 주의하셔야 할 겁니다.
QUEST_LV_0100_20150317_000246	주교님의 꿈 외엔 딱히 저도 들은 바가 없습니다.{nl}마땅히 도움을 드릴 수 있는 게 없어 죄송합니다.
QUEST_LV_0100_20150317_000247	클라페다 방면 경비병 대장
QUEST_LV_0100_20150317_000248	어서 클라페다로 들어 가시지요.{nl}클라페다의 중앙 광장에서 우스카님이 기다리고 계십니다.{nl}이번에 주교님께서도 여신의 꿈을 꾸셨다고 들었는데.. 아마도 그 일 때문인 것 같습니다.
QUEST_LV_0100_20150317_000249	클라페다 경비병
QUEST_LV_0100_20150317_000250	여기까지 오시느라 수고하셨습니다.{nl}티타스님께서 직접 나서셨는데도 이 정도나 남은 걸 보면, 옛날엔 어땠는지 상상이 안가시죠?
QUEST_LV_0100_20150317_000251	용병 토비
QUEST_LV_0100_20150317_000252	혹시 간단한 일거리 해볼 생각 없으십니까?{nl}전 이미 얼굴이 알려져서 좀 곤란하거든요.
QUEST_LV_0100_20150317_000253	싫다면 관두셔도 좋습니다.{nl}할 사람은 많으니까요.
QUEST_LV_0100_20150317_000254	합격입니다.{nl}굉장한 실력을 가지셨네요.
QUEST_LV_0100_20150317_000255	확실히 탐낼 만 하네요.{nl}아무리 대왕이 자신의 전 재산을 왕릉 만드는데 썼다고 해도 말도 안 되는 규모죠.
QUEST_LV_0100_20150317_000256	이것 보세요. 허가되지 않은 장비입니다.{nl}분명히 아직 이 근방을 떠나지 않았을 겁니다.{nl}
QUEST_LV_0100_20150317_000257	좋습니다. 위조꾼들에게 뭔가 증거가 될 만한 걸 가져 오세요.{nl}어떻게든 비위라도 맞춰서 뭐든 빼돌리는 거예요.
QUEST_LV_0100_20150317_000258	전 유물 위조의 증거를 찾고 있습니다.{nl}당신이 먼저 할 일은 먼저 도굴 장비부터 모아오는 겁니다.
QUEST_LV_0100_20150317_000259	{memo X}물론 실력을 보여 주셔야겠지요.{nl}사막 츄파카브라나 지누테를 처치하는 것 정도면 될 겁니다.
QUEST_LV_0100_20150317_000260	보급 담당관
QUEST_LV_0100_20150317_000261	도와줘서 감사합니다.{nl}이 정도면 충분할 것 같네요.{nl}
QUEST_LV_0100_20150317_000262	{memo X})}{nl}여유가 있다면 우리 병사들에게 집합 명령을 전해 주게.{nl}내키지 않는다면 그냥 클라페다로 가도 좋네.
QUEST_LV_0100_20150317_000263	정찰병
QUEST_LV_0100_20150317_000264	{memo X}위험하니까, 빨리 돌아가십시오.{nl}곧 케파가 들이닥칠 겁니다.
QUEST_LV_0100_20150317_000265	아, 계시자셨군요.{nl}같이 싸우게 된 것도 인연인데 제가 좋은 정보를 알려드리지요.
QUEST_LV_0100_20150317_000266	{memo X}참, 집합 명령을 전해 주러 오셨다고 했지요?{nl}사라진 짐꾸러미를 찾아 주신다면 빨리 돌아가도록 하지요.
QUEST_LV_0100_20150317_000267	짐꾸러미는 아직인가요?{nl}그게 없으면 돌아갈 수 없습니다.
QUEST_LV_0100_20150317_000268	고맙습니다. 생각보다 빨리 찾았네요.{nl}
QUEST_LV_0100_20150317_000269	위쪽 길을 따라 올라가시면 수색병이 보일 겁니다.{nl}그럼 이만, 수고하세요.
QUEST_LV_0100_20150317_000270	라이모나스
QUEST_LV_0100_20150317_000271	{memo X}여신상에 경배를 드려 본 적이 있나?{nl}없다면 꼭 해보라고 권하고 싶군.
QUEST_LV_0100_20150317_000272	그거야 어떤 여신인지에 따라 다르지.{nl}오른쪽 길을 따라 쭉 가봐.{nl}제미나 여신상이 있으니 여신의 은총을 직접 느껴 보게.
QUEST_LV_0100_20150317_000273	{memo X}몬스터들이 여신상에게 해를 입히지 않을까 걱정이긴 해.
QUEST_LV_0100_20150317_000274	여신상이 무사하다니 정말 다행이군.{nl}이 근처 몬스터들은 여신 무서운 줄 아는구먼.{nl}
QUEST_LV_0100_20150317_000275	클라페다는 그늘 숲 가도를 따라 내려가면 금새 나오네.{nl}그럼, 여신의 가호를 빌겠네.
QUEST_LV_0100_20150317_000276	클라페다로 가는 길이라면 부탁 좀 함세.{nl}인프로락터 때문에 클라페다로 오가기가 영 힘들거든. 
QUEST_LV_0100_20150317_000277	여신상이라도 잘 돌보고 있으면 여신들께서 더 빨리 돌아오시지 않을까..
QUEST_LV_0100_20150317_000278	{memo X}교차로 캠프의 왼쪽 길을 따라가게.{nl}{-scp SCR_DIALOG_NPC_ANIM(
QUEST_LV_0100_20150317_000279	)}금방 병사들을 만날 수 있을 거야.
QUEST_LV_0100_20150317_000280	)}그렇군. 수고했네.{nl}클라페다는 여기서 그늘 숲 가도를 따라 가면 금방 도착할 거야.{nl}우스카님께 들르는 걸 잊지 말고.
QUEST_LV_0100_20150317_000281	전투 조장
QUEST_LV_0100_20150317_000282	신세진 것도 있으니 나머지 복귀 명령은 제 부하들을 풀어서 알리도록 하지요.{nl}티타스님께 돌아가 그리 전해 주시면 됩니다.
QUEST_LV_0100_20150317_000283	그리 어려운 얘긴 아니야.{nl}원치 않는다면 클라페다로 바로 보내 주겠네.
QUEST_LV_0100_20150317_000284	수색병
QUEST_LV_0100_20150317_000285	{memo X}정말 곤란하게 되어 버렸네요.{nl}케파가 저렇게까지 커질 수도 있구나..
QUEST_LV_0100_20150317_000286	계시자들은 여기가 아니라 클라페다로 가야 하는 것 아닙니까?
QUEST_LV_0100_20150317_000287	서쪽 숲에 배치되서 얼마나 다행인지 모르겠네요.{nl}어떤 곳은 차라리 죽는 게 더 낫다지요?
QUEST_LV_0100_20150317_000288	{memo X}여신상을 보게 되면 그냥 지나치지 말고 경배를 드려보게.{nl}분명 좋은 일이 있을 거니까.
QUEST_LV_0100_20150317_000289	여기는 위험 지역입니다. 무슨 일이지요?
QUEST_LV_0100_20150317_000290	도와주셔서 감사합니다.{nl}대형 케파가 여기까지 나타나다니 티타스님께 보고하는 게 좋겠네요.
QUEST_LV_0100_20150317_000291	{memo X}이런 곳에서 마주칠 몬스터가 아닌데 참 이상하네요.{nl}마음놓고 다니기도 힘들겠어요.
QUEST_LV_0100_20150317_000292	{memo X}벌써 집합이랍니까?{nl}곤란한데요. 임무가 산더미거든요.
QUEST_LV_0100_20150317_000293	{memo X}먼저 주변의 하나밍을 처치해 주십시오.{nl}겸사겸사 하나밍의 꽃잎도 모아 주시고요.
QUEST_LV_0100_20150317_000294	계시자가 아니라 여신께서 오셨다고 해도, 임무를 마치기 전엔 못 갑니다.
QUEST_LV_0100_20150317_000295	{memo X}예. 이만하면 충분합니다.{nl}이건 스태미나를 순식간에 회복시켜주는 알약인데.. 전 충분히 가지고 있으니 선물로 드릴게요.{nl}
QUEST_LV_0100_20150317_000296	{memo X}이동으로 소모된 스태미나는 나무뿌리 수정이나 휴식으로도 회복할 수 있지요.{nl}하지만 몬스터에게 쫓길 땐 그럴 겨를이 없잖습니까?{nl}그땐 이 알약만큼 소중한 게 없을 겁니다. 
QUEST_LV_0100_20150317_000297	{memo X}부하들에게 얘기를 전해 듣고 안 그래도 걱정하던 참이였습니다.{nl}좋게 끝났다면 다 좋은 거지요.
QUEST_LV_0100_20150317_000298	클라페다 주민
QUEST_LV_0100_20150317_000299	)}{nl}여신께선 언제 돌아오시는 걸까요?{nl}계시자님들을 붙잡고 물어봐도 다들 클라페다로 가야 된다고만 말씀하시고..
QUEST_LV_0100_20150317_000300	계시자님이시죠?{nl}여신께서 나오시는 꿈을 꾸었다고 하셨잖아요.{nl}병사들이 그렇게 말하던 걸요?
QUEST_LV_0100_20150317_000301	전투병
QUEST_LV_0100_20150317_000302	도대체 여신께선 어디서 뭘 하고 계신 건지..
QUEST_LV_0100_20150317_000303	여기까지 오시느라 수고하셨습니다.{nl}제가 샤울레이와 클라페다를 담당하고 있는 기사단장 우스카입니다.
QUEST_LV_0100_20150317_000304	주교님께서도 계시의 꿈을 꾸셨습니다.{nl}계시자가 오거든 수정광산으로 보내라고 하셨다는군요.{nl}
QUEST_LV_0100_20150317_000305	수정광산으로 갈 준비가 다 되면 저에게 다시 말씀해 주십시오.{nl}수정광산의 위치와 들어갈 방법을 알려드리겠습니다.
QUEST_LV_0100_20150317_000306	주교님께선 계시자들을 수정광산으로 보내라고 하셨습니다.{nl}여신께서 그리 하라고 꿈에서 말씀하셨다는군요.{nl}
QUEST_LV_0100_20150317_000307	하지만 현재 광산 마을은 부베와 교전중인지라 허가된 인원 외의 출입을 제한하고 있습니다.{nl}동쪽 숲에 있는 기사 아라스가 담당이니 그를 만나보십시오.
QUEST_LV_0100_20150317_000308	{memo X}몬스터가 아예 없었던 건 아닌데 이렇게나 흉폭해진 건 4년 전 부터이지요.{nl}가장 영향을 크게 받은 건 식물형이겠네요. {nl}원래는 없었으니까요.{nl}
QUEST_LV_0100_20150317_000309	물론 짐승도 예외는 아니였습니다만.{nl}마족과 섞인 것 같은 몬스터가 나타났을 땐, 이젠 다 끝났구나 싶었죠.
QUEST_LV_0100_20150317_000310	기사 아라스
QUEST_LV_0100_20150317_000311	다친 덴 없으십니까?{nl}포아타를 잡아주신 건 고맙습니다만, 정말 무모하군요. 
QUEST_LV_0100_20150317_000312	수정광산에 들어가야 하신다고요.{nl}광산 마을은 현재 부베들과 교전중인지라 매우 위험하기 때문에 허가해 드릴 순 없습니다.{nl}
QUEST_LV_0100_20150317_000313	그렇다고 해서 저희 군 형편이 당신을 호위해 드릴 수도 없는 상황이고요.{nl}그러니 죄송하지만 이만 돌아가 주십시오.
QUEST_LV_0100_20150317_000314	포쿠부 정도도 해치우지 못해서야 광산 마을에 들어가시는 건 포기하셔야 할 겁니다.
QUEST_LV_0100_20150317_000315	수고하셨습니다. {nl}약속은 꼭 지킬 테니 너무 걱정하진 마세요.
QUEST_LV_0100_20150317_000316	전초기지 경계병
QUEST_LV_0100_20150317_000317	{memo X}광산마을도 걱정이지만 계속되는 전투로 쉬질 못하고 있습니다.{nl}저 츄파카브라를 어느 정도 처치해 주신다면 저희도 한결 나아질텐데요.
QUEST_LV_0100_20150317_000318	츄파카브라들이 있는 곳은 항상 다른 몬스터들도 몰려나옵니다.{nl}광산 마을도 걱정되는데 신경 쓸 곳이 너무 많습니다.
QUEST_LV_0100_20150317_000319	고맙습니다. {nl}덕분에 없던 기운도 다시 생기는 기분이 듭니다.
QUEST_LV_0100_20150317_000320	계시자님의 실력을 믿고서 한번 더 부탁드릴게 있습니다.{nl}보급지 말입니다. 그 곳의 츄파카브라도 내쫓아 주셨으면 합니다.
QUEST_LV_0100_20150317_000321	광산마을도 걱정이지만 여기 상황도 좋지 않습니다.{nl}몬스터가 더 늘어나기 전에 대책을 마련해야 할 텐데..
QUEST_LV_0100_20150317_000322	벌써 끝나셨습니까?{nl}이렇게 빠르게 전과를 올리는 사람은 처음입니다.
QUEST_LV_0100_20150317_000323	동쪽 숲의 몬스터가 갑자기 불어나 그 원인을 찾는 임무를 수행중입니다.{nl}또한 교전 중인 광산 마을에 중간 보급을 담당하기도 하지요.{nl}
QUEST_LV_0100_20150317_000324	광산 마을엔 다른 기사님이 나가 계십니다만. {nl}솔직히 저희 아라스님이라면 금방 끝낼 텐데 생각보다 전투가 오래 가고 있습니다.
